Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
STRG.29	-	gi_50196905_ref_NC_007530.2_	.	4501628	4501909	4.099291	14169.995117	26617.037109
STRG.30	-	gi_50196905_ref_NC_007530.2_	.	4648344	4649401	2.989603	10328.474609	19401.093750
STRG.31	-	gi_50196905_ref_NC_007530.2_	.	4747614	4748105	3.189024	11020.973633	20701.890625
STRG.32	-	gi_50196905_ref_NC_007530.2_	.	4834553	4834864	20.794872	71863.664062	134989.296875
STRG.33	-	gi_50196905_ref_NC_007530.2_	.	4858579	4859114	2.574627	8898.451172	16714.923828
STRG.34	-	gi_50196905_ref_NC_007530.2_	.	4859428	4860164	5.772049	19944.335938	37463.609375
STRG.35	-	gi_50196905_ref_NC_007530.2_	.	4911300	4911875	7.253472	25057.359375	47067.953125
STRG.36	-	gi_50196905_ref_NC_007530.2_	.	5058575	5058904	5.975758	20659.445312	38806.871094
gene130	GBAA_pXO1_0139	gi_47566322_ref_NC_007322_2_	-	120679	121131	0.0	0.0	0.0
gene95	GBAA_pXO1_0102	gi_47566322_ref_NC_007322_2_	-	86782	87051	0.0	0.0	0.0
gene189	GBAA_pXO1_0206	gi_47566322_ref_NC_007322_2_	+	173732	173917	0.0	0.0	0.0
gene144	GBAA_pXO1_0153	gi_47566322_ref_NC_007322_2_	+	132248	132478	0.0	0.0	0.0
gene23	GBAA_pXO1_0024	gi_47566322_ref_NC_007322_2_	+	24168	24380	0.0	0.0	0.0
gene33	GBAA_pXO1_0037	gi_47566322_ref_NC_007322_2_	-	33815	34213	0.0	0.0	0.0
gene118	GBAA_pXO1_0127	gi_47566322_ref_NC_007322_2_	-	111007	111123	0.0	0.0	0.0
gene82	GBAA_pXO1_0086	gi_47566322_ref_NC_007322_2_	+	75545	76477	0.0	0.0	0.0
gene47	GBAA_pXO1_0051	gi_47566322_ref_NC_007322_2_	-	44456	44698	0.0	0.0	0.0
gene131	GBAA_pXO1_0140	gi_47566322_ref_NC_007322_2_	-	121185	121298	0.0	0.0	0.0
gene96	GBAA_pXO1_0103	gi_47566322_ref_NC_007322_2_	+	87297	87494	0.0	0.0	0.0
gene20	GBAA_pXO1_0021	gi_47566322_ref_NC_007322_2_	-	21053	21172	0.0	0.0	0.0
gene145	traX	gi_47566322_ref_NC_007322_2_	-	133124	136102	0.0	0.0	0.0
gene197	GBAA_pXO1_0214	gi_47566322_ref_NC_007322_2_	-	179368	179493	0.0	0.0	0.0
gene6	GBAA_pXO1_0007	gi_47566322_ref_NC_007322_2_	-	3524	4111	0.0	0.0	0.0
gene34	GBAA_pXO1_0038	gi_47566322_ref_NC_007322_2_	-	34410	34583	0.0	0.0	0.0
gene27	GBAA_pXO1_0028	gi_47566322_ref_NC_007322_2_	-	26407	26622	0.0	0.0	0.0
gene48	GBAA_pXO1_0052	gi_47566322_ref_NC_007322_2_	-	44716	45546	0.0	0.0	0.0
gene159	GBAA_pXO1_0168	gi_47566322_ref_NC_007322_2_	+	148363	148458	0.0	0.0	0.0
gene97	GBAA_pXO1_0104	gi_47566322_ref_NC_007322_2_	+	87695	88030	0.0	0.0	0.0
gene195	GBAA_pXO1_0212	gi_47566322_ref_NC_007322_2_	-	176375	176584	0.0	0.0	0.0
gene21	GBAA_pXO1_0022	gi_47566322_ref_NC_007322_2_	+	21279	21713	0.0	0.0	0.0
gene146	GBAA_pXO1_0155	gi_47566322_ref_NC_007322_2_	+	136243	136824	0.0	0.0	0.0
gene70	GBAA_pXO1_0074	gi_47566322_ref_NC_007322_2_	+	63396	63518	0.0	0.0	0.0
gene100	GBAA_pXO1_0226	gi_47566322_ref_NC_007322_2_	+	89365	91464	0.0	0.0	0.0
gene52	GBAA_pXO1_0056	gi_47566322_ref_NC_007322_2_	-	48732	50168	0.0	0.0	0.0
gene84	GBAA_pXO1_0089	gi_47566322_ref_NC_007322_2_	+	77389	77592	0.0	0.0	0.0
gene49	GBAA_pXO1_0053	gi_47566322_ref_NC_007322_2_	-	45539	45808	0.0	0.0	0.0
gene5	GBAA_pXO1_0006	gi_47566322_ref_NC_007322_2_	+	2895	3473	0.0	0.0	0.0
gene98	GBAA_pXO1_0105	gi_47566322_ref_NC_007322_2_	+	88097	88447	0.0	0.0	0.0
gene22	GBAA_pXO1_0023	gi_47566322_ref_NC_007322_2_	+	22322	24031	0.0	0.0	0.0
gene147	gerXB	gi_47566322_ref_NC_007322_2_	+	137165	138232	0.0	0.0	0.0
gene71	GBAA_pXO1_0075	gi_47566322_ref_NC_007322_2_	+	64090	65043	0.0	0.0	0.0
gene36	GBAA_pXO1_0040	gi_47566322_ref_NC_007322_2_	-	35236	35520	0.0	0.0	0.0
gene7	GBAA_pXO1_0008	gi_47566322_ref_NC_007322_2_	-	4159	4788	0.0	0.0	0.0
gene109	GBAA_pXO1_0118	gi_47566322_ref_NC_007322_2_	-	102013	102495	0.0	0.0	0.0
gene85	GBAA_pXO1_0090	gi_47566322_ref_NC_007322_2_	+	77665	77871	0.0	0.0	0.0
gene28	GBAA_pXO1_0029	gi_47566322_ref_NC_007322_2_	+	26800	28296	0.0	0.0	0.0
gene99	GBAA_pXO1_0106	gi_47566322_ref_NC_007322_2_	+	88448	89362	0.0	0.0	0.0
gene103	GBAA_pXO1_0112	gi_47566322_ref_NC_007322_2_	+	97729	98310	0.0	0.0	0.0
gene148	gerXA	gi_47566322_ref_NC_007322_2_	+	138276	139754	0.0	0.0	0.0
gene178	GBAA_pXO1_0193	gi_47566322_ref_NC_007322_2_	-	162941	163261	0.0	0.0	0.0
gene72	GBAA_pXO1_0076	gi_47566322_ref_NC_007322_2_	+	65063	66541	0.0	0.0	0.0
gene37	GBAA_pXO1_0041	gi_47566322_ref_NC_007322_2_	+	35927	36043	0.0	0.0	0.0
gene161	GBAA_pXO1_0171	gi_47566322_ref_NC_007322_2_	-	149012	149218	0.0	0.0	0.0
gene86	GBAA_pXO1_0091	gi_47566322_ref_NC_007322_2_	+	77943	78548	0.0	0.0	0.0
gene53	GBAA_pXO1_0057	gi_47566322_ref_NC_007322_2_	-	50290	50472	0.0	0.0	0.0
gene104	GBAA_pXO1_0113	gi_47566322_ref_NC_007322_2_	+	98467	98850	0.0	0.0	0.0
gene149	gerXC	gi_47566322_ref_NC_007322_2_	+	139741	140694	0.0	0.0	0.0
gene73	GBAA_pXO1_0077	gi_47566322_ref_NC_007322_2_	+	66558	67007	0.0	0.0	0.0
gene38	GBAA_pXO1_0042	gi_47566322_ref_NC_007322_2_	-	36221	36484	0.0	0.0	0.0
gene162	lef	gi_47566322_ref_NC_007322_2_	-	149357	151786	0.0	0.0	0.0
gene87	GBAA_pXO1_0092	gi_47566322_ref_NC_007322_2_	+	78619	79704	0.0	0.0	0.0
gene11	GBAA_pXO1_0012	gi_47566322_ref_NC_007322_2_	-	8991	9083	0.0	0.0	0.0
gene50	GBAA_pXO1_0054	gi_47566322_ref_NC_007322_2_	+	46266	46847	0.0	0.0	0.0
gene8	GBAA_pXO1_0009	gi_47566322_ref_NC_007322_2_	-	5124	5837	0.0	0.0	0.0
gene60	GBAA_pXO1_0064	gi_47566322_ref_NC_007322_2_	-	52063	55392	0.0	0.0	0.0
gene105	GBAA_pXO1_0114	gi_47566322_ref_NC_007322_2_	+	98847	99146	0.0	0.0	0.0
gene175	GBAA_pXO1_0190	gi_47566322_ref_NC_007322_2_	+	160278	161510	0.0	0.0	0.0
gene74	GBAA_pXO1_0078	gi_47566322_ref_NC_007322_2_	+	67033	67428	0.0	0.0	0.0
gene39	GBAA_pXO1_0043	gi_47566322_ref_NC_007322_2_	+	36825	37649	0.0	0.0	0.0
gene200	GBAA_pXO1_0217	gi_47566322_ref_NC_007322_2_	-	180534	181274	0.0	0.0	0.0
gene179	GBAA_pXO1_0194	gi_47566322_ref_NC_007322_2_	+	163312	163674	0.0	0.0	0.0
gene12	GBAA_pXO1_0013	gi_47566322_ref_NC_007322_2_	-	9090	11675	0.0	0.0	0.0
gene137	atxA	gi_47566322_ref_NC_007322_2_	-	127765	129192	0.0	0.0	0.0
gene61	GBAA_pXO1_0065	gi_47566322_ref_NC_007322_2_	-	55410	55796	0.0	0.0	0.0
gene26	GBAA_pXO1_0027	gi_47566322_ref_NC_007322_2_	-	26291	26401	0.0	0.0	0.0
gene43	GBAA_pXO1_0047	gi_47566322_ref_NC_007322_2_	-	40559	41338	0.0	0.0	0.0
gene75	GBAA_pXO1_0079	gi_47566322_ref_NC_007322_2_	+	67652	68866	0.0	0.0	0.0
gene25	GBAA_pXO1_0026	gi_47566322_ref_NC_007322_2_	+	25258	26205	0.0	0.0	0.0
gene164	GBAA_pXO1_0176	gi_47566322_ref_NC_007322_2_	+	153457	153807	0.0	0.0	0.0
gene89	GBAA_pXO1_0095	gi_47566322_ref_NC_007322_2_	+	81703	82248	0.0	0.0	0.0
gene198	GBAA_pXO1_0215	gi_47566322_ref_NC_007322_2_	-	179541	179645	0.0	0.0	0.0
gene13	GBAA_pXO1_0014	gi_47566322_ref_NC_007322_2_	-	11747	11974	0.0	0.0	0.0
gene138	GBAA_pXO1_0147	gi_47566322_ref_NC_007322_2_	-	129307	129459	0.0	0.0	0.0
gene62	GBAA_pXO1_0066	gi_47566322_ref_NC_007322_2_	-	55987	57273	0.0	0.0	0.0
gene107	GBAA_pXO1_0116	gi_47566322_ref_NC_007322_2_	+	99687	100370	0.0	0.0	0.0
gene9	GBAA_pXO1_0010	gi_47566322_ref_NC_007322_2_	-	5854	6561	0.0	0.0	0.0
gene151	GBAA_pXO1_0160	gi_47566322_ref_NC_007322_2_	+	140777	140908	0.0	0.0	0.0
gene76	GBAA_pXO1_0080	gi_47566322_ref_NC_007322_2_	+	69021	71372	0.0	0.0	0.0
gene196	topX	gi_47566322_ref_NC_007322_2_	-	176759	179371	0.0	0.0	0.0
gene120	galU	gi_47566322_ref_NC_007322_2_	+	112567	113454	0.0	0.0	0.0
gene136	GBAA_pXO1_0145	gi_47566322_ref_NC_007322_2_	-	127199	127456	0.0	0.0	0.0
gene14	GBAA_pXO1_0015	gi_47566322_ref_NC_007322_2_	-	11990	13081	0.0	0.0	0.0
gene139	GBAA_pXO1_0148	gi_47566322_ref_NC_007322_2_	+	129550	130002	0.0	0.0	0.0
gene63	GBAA_pXO1_0067	gi_47566322_ref_NC_007322_2_	-	57710	59017	0.0	0.0	0.0
gene108	GBAA_pXO1_0117	gi_47566322_ref_NC_007322_2_	-	100828	101973	0.0	0.0	0.0
gene193	GBAA_pXO1_0210	gi_47566322_ref_NC_007322_2_	-	175434	175634	0.0	0.0	0.0
gene152	GBAA_pXO1_0161	gi_47566322_ref_NC_007322_2_	-	141296	141445	0.0	0.0	0.0
gene77	GBAA_pXO1_0081	gi_47566322_ref_NC_007322_2_	+	71504	71665	0.0	0.0	0.0
gene1	GBAA_pXO1_0002	gi_47566322_ref_NC_007322_2_	-	996	1109	0.0	0.0	0.0
gene121	ugd	gi_47566322_ref_NC_007322_2_	+	113481	114812	0.0	0.0	0.0
gene166	GBAA_pXO1_0178	gi_47566322_ref_NC_007322_2_	+	154014	154217	0.0	0.0	0.0
gene0	GBAA_pXO1_0001	gi_47566322_ref_NC_007322_2_	+	462	554	0.0	0.0	0.0
gene15	GBAA_pXO1_0016	gi_47566322_ref_NC_007322_2_	-	13184	13327	0.0	0.0	0.0
gene165	GBAA_pXO1_0177	gi_47566322_ref_NC_007322_2_	+	153835	154017	0.0	0.0	0.0
gene64	GBAA_pXO1_0068	gi_47566322_ref_NC_007322_2_	-	59045	59395	0.0	0.0	0.0
gene29	GBAA_pXO1_0030	gi_47566322_ref_NC_007322_2_	-	28490	28657	0.0	0.0	0.0
gene10	GBAA_pXO1_0011	gi_47566322_ref_NC_007322_2_	-	6678	8486	0.0	0.0	0.0
gene153	GBAA_pXO1_0162	gi_47566322_ref_NC_007322_2_	+	141436	141585	0.0	0.0	0.0
gene78	GBAA_pXO1_0082	gi_47566322_ref_NC_007322_2_	-	71848	72078	0.0	0.0	0.0
gene51	GBAA_pXO1_0055	gi_47566322_ref_NC_007322_2_	+	47009	48463	0.0	0.0	0.0
gene16	GBAA_pXO1_0017	gi_47566322_ref_NC_007322_2_	-	13343	13756	0.0	0.0	0.0
gene180	GBAA_pXO1_0197	gi_47566322_ref_NC_007322_2_	+	165360	166073	0.0	0.0	0.0
gene65	GBAA_pXO1_0069	gi_47566322_ref_NC_007322_2_	+	59981	60586	0.0	0.0	0.0
gene191	GBAA_pXO1_0208	gi_47566322_ref_NC_007322_2_	-	174604	175026	0.0	0.0	0.0
gene154	GBAA_pXO1_0163	gi_47566322_ref_NC_007322_2_	+	142328	143005	0.0	0.0	0.0
gene199	GBAA_pXO1_0216	gi_47566322_ref_NC_007322_2_	-	179989	180393	0.0	0.0	0.0
gene168	GBAA_pXO1_0181	gi_47566322_ref_NC_007322_2_	+	155165	155260	0.0	0.0	0.0
gene2	GBAA_pXO1_0003	gi_47566322_ref_NC_007322_2_	-	1127	1765	0.0	0.0	0.0
gene17	GBAA_pXO1_0018	gi_47566322_ref_NC_007322_2_	+	14371	15063	0.0	0.0	0.0
gene181	GBAA_pXO1_0198	gi_47566322_ref_NC_007322_2_	+	166340	166432	0.0	0.0	0.0
gene66	GBAA_pXO1_0070	gi_47566322_ref_NC_007322_2_	+	60778	61005	0.0	0.0	0.0
gene110	GBAA_pXO1_0119	gi_47566322_ref_NC_007322_2_	-	103376	103624	0.0	0.0	0.0
gene155	pagA	gi_47566322_ref_NC_007322_2_	+	143779	146073	0.0	0.0	0.0
gene173	GBAA_pXO1_0186	gi_47566322_ref_NC_007322_2_	+	158208	158360	0.0	0.0	0.0
gene124	GBAA_pXO1_0133	gi_47566322_ref_NC_007322_2_	+	117193	117291	0.0	0.0	0.0
gene169	GBAA_pXO1_0182	gi_47566322_ref_NC_007322_2_	-	155257	156210	0.0	0.0	0.0
gene3	GBAA_pXO1_0004	gi_47566322_ref_NC_007322_2_	-	1782	2165	0.0	0.0	0.0
gene18	GBAA_pXO1_0019	gi_47566322_ref_NC_007322_2_	-	15174	19136	0.0	0.0	0.0
gene182	GBAA_pXO1_0199	gi_47566322_ref_NC_007322_2_	+	166698	167747	0.0	0.0	0.0
gene67	GBAA_pXO1_0071	gi_47566322_ref_NC_007322_2_	-	61404	61499	0.0	0.0	0.0
gene111	GBAA_pXO1_0120	gi_47566322_ref_NC_007322_2_	-	103704	103802	0.0	0.0	0.0
gene156	GBAA_pXO1_0165	gi_47566322_ref_NC_007322_2_	+	146573	146677	0.0	0.0	0.0
gene40	GBAA_pXO1_0044	gi_47566322_ref_NC_007322_2_	+	37649	38218	0.0	0.0	0.0
gene125	GBAA_pXO1_0134	gi_47566322_ref_NC_007322_2_	+	117377	117487	0.0	0.0	0.0
gene54	GBAA_pXO1_0058	gi_47566322_ref_NC_007322_2_	-	50564	50683	0.0	0.0	0.0
gene19	GBAA_pXO1_0020	gi_47566322_ref_NC_007322_2_	-	19200	20894	0.0	0.0	0.0
gene150	GBAA_pXO1_0159	gi_47566322_ref_NC_007322_2_	+	140697	140804	0.0	0.0	0.0
gene183	xerS	gi_47566322_ref_NC_007322_2_	+	167991	169076	0.0	0.0	0.0
gene68	GBAA_pXO1_0072	gi_47566322_ref_NC_007322_2_	-	61946	62059	0.0	0.0	0.0
gene112	GBAA_pXO1_0121	gi_47566322_ref_NC_007322_2_	-	104367	104681	0.0	0.0	0.0
gene24	GBAA_pXO1_0025	gi_47566322_ref_NC_007322_2_	+	24974	25117	0.0	0.0	0.0
gene190	GBAA_pXO1_0207	gi_47566322_ref_NC_007322_2_	-	174223	174516	0.0	0.0	0.0
gene41	GBAA_pXO1_0045	gi_47566322_ref_NC_007322_2_	-	38284	39216	0.0	0.0	0.0
gene170	GBAA_pXO1_0183	gi_47566322_ref_NC_007322_2_	+	156466	156879	0.0	0.0	0.0
gene55	GBAA_pXO1_0059	gi_47566322_ref_NC_007322_2_	+	50781	50885	0.0	0.0	0.0
gene192	GBAA_pXO1_0209	gi_47566322_ref_NC_007322_2_	-	175070	175360	0.0	0.0	0.0
gene184	GBAA_pXO1_0201	gi_47566322_ref_NC_007322_2_	-	169299	170756	0.0	0.0	0.0
gene69	GBAA_pXO1_0073	gi_47566322_ref_NC_007322_2_	+	62244	63380	0.0	0.0	0.0
gene158	GBAA_pXO1_0167	gi_47566322_ref_NC_007322_2_	-	147684	147989	0.0	0.0	0.0
gene42	GBAA_pXO1_0046	gi_47566322_ref_NC_007322_2_	-	39220	40203	0.0	0.0	0.0
gene171	GBAA_pXO1_0184	gi_47566322_ref_NC_007322_2_	+	156901	157413	0.0	0.0	0.0
gene56	GBAA_pXO1_0060	gi_47566322_ref_NC_007322_2_	+	51037	51234	0.0	0.0	0.0
gene140	GBAA_pXO1_0149	gi_47566322_ref_NC_007322_2_	-	130173	130649	0.0	0.0	0.0
gene185	GBAA_pXO1_0202	gi_47566322_ref_NC_007322_2_	-	170898	171275	0.0	0.0	0.0
gene114	GBAA_pXO1_0123	gi_47566322_ref_NC_007322_2_	+	106350	106454	0.0	0.0	0.0
gene106	GBAA_pXO1_0115	gi_47566322_ref_NC_007322_2_	+	99276	99563	0.0	0.0	0.0
gene4	GBAA_pXO1_0005	gi_47566322_ref_NC_007322_2_	+	2291	2875	0.0	0.0	0.0
gene128	GBAA_pXO1_0137	gi_47566322_ref_NC_007322_2_	-	118893	119348	0.0	0.0	0.0
gene92	GBAA_pXO1_0099	gi_47566322_ref_NC_007322_2_	+	84349	85662	0.0	0.0	0.0
gene57	GBAA_pXO1_0061	gi_47566322_ref_NC_007322_2_	+	51261	51587	0.0	0.0	0.0
gene172	GBAA_pXO1_0185	gi_47566322_ref_NC_007322_2_	-	157659	157772	0.0	0.0	0.0
gene141	GBAA_pXO1_0150	gi_47566322_ref_NC_007322_2_	+	131058	131177	0.0	0.0	0.0
gene157	pagR	gi_47566322_ref_NC_007322_2_	+	146996	147295	0.0	0.0	0.0
gene186	GBAA_pXO1_0203	gi_47566322_ref_NC_007322_2_	-	171265	171588	0.0	0.0	0.0
gene30	GBAA_pXO1_0034	gi_47566322_ref_NC_007322_2_	-	30536	30979	0.0	0.0	0.0
gene115	GBAA_pXO1_0124	gi_47566322_ref_NC_007322_2_	+	106823	108781	0.0	0.0	0.0
gene133	cyaA	gi_47566322_ref_NC_007322_2_	+	122608	125010	0.0	0.0	0.0
gene44	GBAA_pXO1_0048	gi_47566322_ref_NC_007322_2_	-	41354	41938	0.0	0.0	0.0
gene129	GBAA_pXO1_0138	gi_47566322_ref_NC_007322_2_	-	120172	120549	0.0	0.0	0.0
gene93	GBAA_pXO1_0100	gi_47566322_ref_NC_007322_2_	+	85702	85800	0.0	0.0	0.0
gene58	GBAA_pXO1_0062	gi_47566322_ref_NC_007322_2_	+	51710	51898	0.0	0.0	0.0
gene142	GBAA_pXO1_0151	gi_47566322_ref_NC_007322_2_	+	131787	131921	0.0	0.0	0.0
gene187	GBAA_pXO1_0204	gi_47566322_ref_NC_007322_2_	-	171619	172068	0.0	0.0	0.0
gene176	GBAA_pXO1_0191	gi_47566322_ref_NC_007322_2_	+	161523	161975	0.0	0.0	0.0
gene31	GBAA_pXO1_0035	gi_47566322_ref_NC_007322_2_	-	31125	33056	0.0	0.0	0.0
gene116	GBAA_pXO1_0125	gi_47566322_ref_NC_007322_2_	+	109051	109893	0.0	0.0	0.0
gene80	GBAA_pXO1_0084	gi_47566322_ref_NC_007322_2_	+	73284	74102	0.0	0.0	0.0
gene94	GBAA_pXO1_0101	gi_47566322_ref_NC_007322_2_	+	85800	86696	0.0	0.0	0.0
gene59	GBAA_pXO1_0063	gi_47566322_ref_NC_007322_2_	-	51912	52025	0.0	0.0	0.0
gene143	GBAA_pXO1_0152	gi_47566322_ref_NC_007322_2_	+	131911	132045	0.0	0.0	0.0
gene188	GBAA_pXO1_0205	gi_47566322_ref_NC_007322_2_	+	172308	173402	0.0	0.0	0.0
gene32	GBAA_pXO1_0036	gi_47566322_ref_NC_007322_2_	-	33053	33256	0.0	0.0	0.0
gene117	GBAA_pXO1_0126	gi_47566322_ref_NC_007322_2_	-	110158	110385	0.0	0.0	0.0
gene81	GBAA_pXO1_0085	gi_47566322_ref_NC_007322_2_	+	74119	75552	0.0	0.0	0.0
gene46	GBAA_pXO1_0050	gi_47566322_ref_NC_007322_2_	-	43933	44115	0.0	0.0	0.0
gene194	GBAA_pXO1_0211	gi_47566322_ref_NC_007322_2_	-	175686	176330	0.0	0.0	0.0
gene0	GBAA_pXO2_0001	gi_50163691_ref_NC_007323_3_	-	543	1139	0.0	0.0	0.0
gene15	GBAA_pXO2_0018	gi_50163691_ref_NC_007323_3_	-	16034	16285	0.0	0.0	0.0
gene93	GBAA_pXO2_0098	gi_50163691_ref_NC_007323_3_	-	80433	80678	0.0	0.0	0.0
gene64	GBAA_pXO2_0068	gi_50163691_ref_NC_007323_3_	-	58161	58292	0.0	0.0	0.0
gene29	GBAA_pXO2_0032	gi_50163691_ref_NC_007323_3_	-	27025	27555	0.0	0.0	0.0
gene102	GBAA_pXO2_0107	gi_50163691_ref_NC_007323_3_	-	88591	89625	0.0	0.0	0.0
gene33	GBAA_pXO2_0037	gi_50163691_ref_NC_007323_3_	-	30863	31051	0.0	0.0	0.0
gene78	GBAA_pXO2_0083	gi_50163691_ref_NC_007323_3_	+	68086	68202	0.0	0.0	0.0
gene103	GBAA_pXO2_0108	gi_50163691_ref_NC_007323_3_	+	89600	89698	0.0	0.0	0.0
gene82	GBAA_pXO2_0087	gi_50163691_ref_NC_007323_3_	+	71585	71920	0.0	0.0	0.0
gene47	GBAA_pXO2_0051	gi_50163691_ref_NC_007323_3_	+	41115	41465	0.0	0.0	0.0
gene9	GBAA_pXO2_0010	gi_50163691_ref_NC_007323_3_	-	7416	7730	0.0	0.0	0.0
gene51	GBAA_pXO2_0055	gi_50163691_ref_NC_007323_3_	+	43979	44569	0.0	0.0	0.0
gene16	GBAA_pXO2_0019	gi_50163691_ref_NC_007323_3_	-	16304	16450	0.0	0.0	0.0
gene96	GBAA_pXO2_0101	gi_50163691_ref_NC_007323_3_	+	83778	84596	0.0	0.0	0.0
gene20	GBAA_pXO2_0023	gi_50163691_ref_NC_007323_3_	-	18483	19808	0.0	0.0	0.0
gene65	pagR	gi_50163691_ref_NC_007323_3_	+	58442	58741	0.0	0.0	0.0
gene34	GBAA_pXO2_0038	gi_50163691_ref_NC_007323_3_	-	31120	31899	0.0	0.0	0.0
gene79	GBAA_pXO2_0084	gi_50163691_ref_NC_007323_3_	+	68439	69890	0.0	0.0	0.0
gene83	GBAA_pXO2_0088	gi_50163691_ref_NC_007323_3_	+	71917	72465	0.0	0.0	0.0
gene48	GBAA_pXO2_0052	gi_50163691_ref_NC_007323_3_	-	41402	41713	0.0	0.0	0.0
gene1	GBAA_pXO2_0002	gi_50163691_ref_NC_007323_3_	-	1151	1438	0.0	0.0	0.0
gene17	GBAA_pXO2_0020	gi_50163691_ref_NC_007323_3_	-	16469	16831	0.0	0.0	0.0
gene105	GBAA_pXO2_0110	gi_50163691_ref_NC_007323_3_	-	90278	91264	0.0	0.0	0.0
gene21	GBAA_pXO2_0024	gi_50163691_ref_NC_007323_3_	-	19831	20223	0.0	0.0	0.0
gene70	GBAA_pXO2_0074	gi_50163691_ref_NC_007323_3_	-	61287	62222	0.0	0.0	0.0
gene35	GBAA_pXO2_0039	gi_50163691_ref_NC_007323_3_	-	32087	33625	0.0	0.0	0.0
gene13	GBAA_pXO2_0016	gi_50163691_ref_NC_007323_3_	-	13772	15652	0.0	0.0	0.0
gene91	GBAA_pXO2_0096	gi_50163691_ref_NC_007323_3_	+	78071	78445	0.0	0.0	0.0
gene57	GBAA_pXO2_0061	gi_50163691_ref_NC_007323_3_	+	51439	51783	0.0	0.0	0.0
gene49	GBAA_pXO2_0053	gi_50163691_ref_NC_007323_3_	-	41762	42427	0.0	0.0	0.0
gene3	GBAA_pXO2_0004	gi_50163691_ref_NC_007323_3_	-	1746	2594	0.0	0.0	0.0
gene18	GBAA_pXO2_0021	gi_50163691_ref_NC_007323_3_	-	16871	17620	0.0	0.0	0.0
gene22	GBAA_pXO2_0025	gi_50163691_ref_NC_007323_3_	-	20277	20486	0.0	0.0	0.0
gene101	GBAA_pXO2_0106	gi_50163691_ref_NC_007323_3_	+	88479	88661	0.0	0.0	0.0
gene97	GBAA_pXO2_0102	gi_50163691_ref_NC_007323_3_	-	84946	85383	0.0	0.0	0.0
gene71	GBAA_pXO2_0075	gi_50163691_ref_NC_007323_3_	-	62369	62779	0.0	0.0	0.0
gene36	GBAA_pXO2_0040	gi_50163691_ref_NC_007323_3_	+	34531	35397	0.0	0.0	0.0
